,D,I1,I2,I3,q1,q2,q3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5
482,537,-12.021947,-24.021345,25,0.004334,-0.00013,-0.000113,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,/home/martin/data/v2/filtered/537_r_img_blc.ppm,/home/martin/data/v2/filtered/537_l_img_blc.ppm
483,538,-19.203194,22.826105,25,0.004334,-0.00013,-0.000113,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,/home/martin/data/v2/filtered/538_r_img_blc.ppm,/home/martin/data/v2/filtered/538_l_img_blc.ppm
484,539,-16.05357,-24.605327,25,0.004334,-0.00013,-0.000113,-90.100973,23.769433,61.995268,87.477627,0.63655,-0.000014,-2.604827,-0.207529,-0.029071,0.310028,0.000023,0.000211,0.000109,/home/martin/data/v2/filtered/539_r_img_blc.ppm,/home/martin/data/v2/filtered/539_l_img_blc.ppm
485,540,9.960273,28.640108,25,0.004334,0.00013,0.000113,-81.182885,24.855739,36.575706,90.773034,-1.230933,0,-7.797994,-0.206898,0.037526,0.338771,0.000001,0.000004,0.000004,/home/martin/data/v2/filtered/540_r_img_blc.ppm,/home/martin/data/v2/filtered/540_l_img_blc.ppm
486,541,8.854443,-17.383579,25,0.004334,0.00013,0.000113,-81.182885,24.855739,36.575706,90.773034,-1.230933,0,-7.797994,-0.206898,0.037526,0.338771,0.000001,0.000004,0.000004,/home/martin/data/v2/filtered/541_r_img_blc.ppm,/home/martin/data/v2/filtered/541_l_img_blc.ppm
487,542,-12.496069,24.393977,25,0.004334,0.00013,0.000113,-81.182885,24.855739,36.575706,90.773034,-1.230933,0,-7.797994,-0.206898,0.037526,0.338771,0.000001,0.000004,0.000004,/home/martin/data/v2/filtered/542_r_img_blc.ppm,/home/martin/data/v2/filtered/542_l_img_blc.ppm
488,544,9.430301,14.836911,25,0.004334,0.00013,0.000113,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,/home/martin/data/v2/filtered/544_r_img_blc.ppm,/home/martin/data/v2/filtered/544_l_img_blc.ppm
489,545,9.952617,2.219937,25,0.004334,0.00013,0.000113,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,/home/martin/data/v2/filtered/545_r_img_blc.ppm,/home/martin/data/v2/filtered/545_l_img_blc.ppm
490,546,-1.687801,21.033093,25,0.004334,0.00013,0.000113,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,/home/martin/data/v2/filtered/546_r_img_blc.ppm,/home/martin/data/v2/filtered/546_l_img_blc.ppm
491,547,-4.888404,0.387459,25,0.004334,0.00013,0.000113,-93.973625,24.447691,46.124015,80.881949,-0.841082,0,-3.700027,-0.210783,0.024506,0.362569,0,0.000002,0.000003,/home/martin/data/v2/filtered/547_r_img_blc.ppm,/home/martin/data/v2/filtered/547_l_img_blc.ppm
492,548,-2.000613,28.47321,25,0.004334,-0.00013,-0.000113,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/548_r_img_blc.ppm,/home/martin/data/v2/filtered/548_l_img_blc.ppm
493,549,-2.271568,10.740522,25,0.004334,-0.00013,-0.000113,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/549_r_img_blc.ppm,/home/martin/data/v2/filtered/549_l_img_blc.ppm
494,550,-4.632675,21.057267,25,0.004334,-0.00013,-0.000113,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/550_r_img_blc.ppm,/home/martin/data/v2/filtered/550_l_img_blc.ppm
495,551,-11.318949,-4.769681,25,0.004334,-0.00013,-0.000113,-77.969268,24.989349,33.449209,93.750574,-1.635841,0,-9.352712,-0.202967,0.043982,0.334402,0.000001,0.000002,0.000001,/home/martin/data/v2/filtered/551_r_img_blc.ppm,/home/martin/data/v2/filtered/551_l_img_blc.ppm
496,552,9.021648,22.403321,25,0.004334,-0.00013,-0.000113,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,/home/martin/data/v2/filtered/552_r_img_blc.ppm,/home/martin/data/v2/filtered/552_l_img_blc.ppm
497,553,7.295062,-14.963871,25,0.004334,-0.00013,-0.000113,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,/home/martin/data/v2/filtered/553_r_img_blc.ppm,/home/martin/data/v2/filtered/553_l_img_blc.ppm
498,554,-19.22032,27.008236,25,0.004334,-0.00013,-0.000113,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,/home/martin/data/v2/filtered/554_r_img_blc.ppm,/home/martin/data/v2/filtered/554_l_img_blc.ppm
499,555,-14.133437,-29.413011,25,0.004334,-0.00013,-0.000113,-88.98907,24.065652,55.063728,85.083268,-0.655969,0,-3.817949,-0.214697,-0.009657,0.324045,0,0.000001,0,/home/martin/data/v2/filtered/555_r_img_blc.ppm,/home/martin/data/v2/filtered/555_l_img_blc.ppm
500,556,6.976267,12.365416,26,0.004334,0.00013,0.000113,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,/home/martin/data/v2/filtered/556_r_img_blc.ppm,/home/martin/data/v2/filtered/556_l_img_blc.ppm
501,557,9.3303,-28.476179,26,0.004334,0.00013,0.000113,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,/home/martin/data/v2/filtered/557_r_img_blc.ppm,/home/martin/data/v2/filtered/557_l_img_blc.ppm
502,558,-17.419154,15.315363,26,0.004334,0.00013,0.000113,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,/home/martin/data/v2/filtered/558_r_img_blc.ppm,/home/martin/data/v2/filtered/558_l_img_blc.ppm
503,559,2.839346,-18.214987,26,0.004334,0.00013,0.000113,-95,23.624606,65.384201,89.302659,79.058047,-8.596023,3.040824,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012696,/home/martin/data/v2/filtered/559_r_img_blc.ppm,/home/martin/data/v2/filtered/559_l_img_blc.ppm
504,560,-5.191623,26.523558,26,0.004334,0.00013,0.000113,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,/home/martin/data/v2/filtered/560_r_img_blc.ppm,/home/martin/data/v2/filtered/560_l_img_blc.ppm
505,561,-6.396113,-3.88193,26,0.004334,0.00013,0.000113,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,/home/martin/data/v2/filtered/561_r_img_blc.ppm,/home/martin/data/v2/filtered/561_l_img_blc.ppm
506,562,-19.890441,29.431306,26,0.004334,0.00013,0.000113,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,/home/martin/data/v2/filtered/562_r_img_blc.ppm,/home/martin/data/v2/filtered/562_l_img_blc.ppm
507,563,-19.753154,-1.008411,26,0.004334,0.00013,0.000113,-77.261517,24.528471,44.233757,94.038552,-1.278377,0,-8.02335,-0.206463,0.00817,0.310255,0.000003,0.000014,0.000009,/home/martin/data/v2/filtered/563_r_img_blc.ppm,/home/martin/data/v2/filtered/563_l_img_blc.ppm
508,564,4.314822,14.238378,26,0.004334,-0.00013,-0.000113,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,/home/martin/data/v2/filtered/564_r_img_blc.ppm,/home/martin/data/v2/filtered/564_l_img_blc.ppm
509,565,7.587792,-24.402106,26,0.004334,-0.00013,-0.000113,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,/home/martin/data/v2/filtered/565_r_img_blc.ppm,/home/martin/data/v2/filtered/565_l_img_blc.ppm
510,566,-3.958985,23.100413,26,0.004334,-0.00013,-0.000113,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,/home/martin/data/v2/filtered/566_r_img_blc.ppm,/home/martin/data/v2/filtered/566_l_img_blc.ppm
511,567,-3.376676,-11.669367,26,0.004334,-0.00013,-0.000113,-87.984738,24.490363,45.125498,86.295433,-1.043919,0,-5.67664,-0.207958,0.017921,0.34457,0,0.000004,0.000003,/home/martin/data/v2/filtered/567_r_img_blc.ppm,/home/martin/data/v2/filtered/567_l_img_blc.ppm
512,568,7.053422,-3.825917,26,0.004334,-0.00013,-0.000113,-95,23.291942,73.16855,94.176955,1.682235,-16.289695,6.491505,-0.185712,-0.054188,0.316777,0.001136,0.008519,0.006215,/home/martin/data/v2/filtered/568_r_img_blc.ppm,/home/martin/data/v2/filtered/568_l_img_blc.ppm
513,569,-7.510842,-26.447063,26,0.004334,-0.00013,-0.000113,-95,23.291942,73.16855,94.176955,1.682235,-16.289695,6.491505,-0.185712,-0.054188,0.316777,0.001136,0.008519,0.006215,/home/martin/data/v2/filtered/569_r_img_blc.ppm,/home/martin/data/v2/filtered/569_l_img_blc.ppm
514,571,-11.797171,-27.644091,26,0.004334,-0.00013,-0.000113,-95,23.291942,73.16855,94.176955,1.682235,-16.289695,6.491505,-0.185712,-0.054188,0.316777,0.001136,0.008519,0.006215,/home/martin/data/v2/filtered/571_r_img_blc.ppm,/home/martin/data/v2/filtered/571_l_img_blc.ppm
515,572,8.591751,-4.415401,26,0.004334,0.00013,0.000113,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,/home/martin/data/v2/filtered/572_r_img_blc.ppm,/home/martin/data/v2/filtered/572_l_img_blc.ppm
516,573,3.423349,-17.628841,26,0.004334,0.00013,0.000113,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,/home/martin/data/v2/filtered/573_r_img_blc.ppm,/home/martin/data/v2/filtered/573_l_img_blc.ppm
517,574,-19.023978,3.63901,26,0.004334,0.00013,0.000113,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,/home/martin/data/v2/filtered/574_r_img_blc.ppm,/home/martin/data/v2/filtered/574_l_img_blc.ppm
518,575,-15.562795,-18.599407,26,0.004334,0.00013,0.000113,-95,23.425444,70.044596,90.912524,-6.782262,-17.09991,6.151822,-0.195978,-0.043538,0.326599,0.001505,0.007304,0.006056,/home/martin/data/v2/filtered/575_r_img_blc.ppm,/home/martin/data/v2/filtered/575_l_img_blc.ppm
519,577,7.886634,-25.95326,26,0.004334,0.00013,0.000113,-95,23.419576,70.181898,92.579215,12.664949,-14.982544,6.716704,-0.190918,-0.050586,0.330411,0.002142,0.012798,0.010464,/home/martin/data/v2/filtered/577_r_img_blc.ppm,/home/martin/data/v2/filtered/577_l_img_blc.ppm
520,578,-12.853225,-3.391502,26,0.004334,0.00013,0.000113,-95,23.419576,70.181898,92.579215,12.664949,-14.982544,6.716704,-0.190918,-0.050586,0.330411,0.002142,0.012798,0.010464,/home/martin/data/v2/filtered/578_r_img_blc.ppm,/home/martin/data/v2/filtered/578_l_img_blc.ppm
521,579,-13.47781,-23.32168,26,0.004334,0.00013,0.000113,-95,23.419576,70.181898,92.579215,12.664949,-14.982544,6.716704,-0.190918,-0.050586,0.330411,0.002142,0.012798,0.010464,/home/martin/data/v2/filtered/579_r_img_blc.ppm,/home/martin/data/v2/filtered/579_l_img_blc.ppm
522,581,-3.012479,-26.835882,26,0.004334,0.00013,0.000113,-95,23.271992,73.63537,94.655127,18.065501,-14.45316,6.766529,-0.18415,-0.055364,0.314999,0.001033,0.008382,0.005997,/home/martin/data/v2/filtered/581_r_img_blc.ppm,/home/martin/data/v2/filtered/581_l_img_blc.ppm
523,583,-12.344473,-28.350303,26,0.004334,0.00013,0.000113,-95,23.271992,73.63537,94.655127,18.065501,-14.45316,6.766529,-0.18415,-0.055364,0.314999,0.001033,0.008382,0.005997,/home/martin/data/v2/filtered/583_r_img_blc.ppm,/home/martin/data/v2/filtered/583_l_img_blc.ppm
524,584,8.37985,23.283937,26,0.004334,0.00013,0.000113,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,/home/martin/data/v2/filtered/584_r_img_blc.ppm,/home/martin/data/v2/filtered/584_l_img_blc.ppm
525,585,8.520254,0.274509,26,0.004334,0.00013,0.000113,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,/home/martin/data/v2/filtered/585_r_img_blc.ppm,/home/martin/data/v2/filtered/585_l_img_blc.ppm
526,586,-18.065597,12.745766,26,0.004334,0.00013,0.000113,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,/home/martin/data/v2/filtered/586_r_img_blc.ppm,/home/martin/data/v2/filtered/586_l_img_blc.ppm
527,587,-19.281386,-10.754667,26,0.004334,0.00013,0.000113,-95,23.952407,57.713662,84.929708,22.547404,-13.497188,6.560768,-0.209365,0.000133,0.355549,0.000684,0.001752,0.002301,/home/martin/data/v2/filtered/587_r_img_blc.ppm,/home/martin/data/v2/filtered/587_l_img_blc.ppm
528,588,5.498967,-2.661474,26,0.004334,-0.00013,-0.000113,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,/home/martin/data/v2/filtered/588_r_img_blc.ppm,/home/martin/data/v2/filtered/588_l_img_blc.ppm
529,589,8.206501,-15.762629,26,0.004334,-0.00013,-0.000113,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,/home/martin/data/v2/filtered/589_r_img_blc.ppm,/home/martin/data/v2/filtered/589_l_img_blc.ppm
530,590,-6.669586,8.419985,26,0.004334,-0.00013,-0.000113,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,/home/martin/data/v2/filtered/590_r_img_blc.ppm,/home/martin/data/v2/filtered/590_l_img_blc.ppm
531,591,-16.674747,-13.227747,26,0.004334,-0.00013,-0.000113,-95,23.670389,64.312878,87.673407,23.33034,-13.599861,6.629655,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223,/home/martin/data/v2/filtered/591_r_img_blc.ppm,/home/martin/data/v2/filtered/591_l_img_blc.ppm
532,592,9.654265,13.793838,26,0.004334,0.00013,0.000113,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,/home/martin/data/v2/filtered/592_r_img_blc.ppm,/home/martin/data/v2/filtered/592_l_img_blc.ppm
533,593,5.928525,-3.366426,26,0.004334,0.00013,0.000113,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,/home/martin/data/v2/filtered/593_r_img_blc.ppm,/home/martin/data/v2/filtered/593_l_img_blc.ppm
534,594,-14.245807,22.88379,26,0.004334,0.00013,0.000113,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,/home/martin/data/v2/filtered/594_r_img_blc.ppm,/home/martin/data/v2/filtered/594_l_img_blc.ppm
535,595,-4.314081,-25.089565,26,0.004334,0.00013,0.000113,-88.603285,24.474455,45.497747,86.004271,-0.64955,0,-5.128562,-0.208013,0.017509,0.345921,0,0.000006,0.000006,/home/martin/data/v2/filtered/595_r_img_blc.ppm,/home/martin/data/v2/filtered/595_l_img_blc.ppm
536,596,5.097626,23.881777,26,0.004334,0.00013,0.000113,-67.812594,25.246718,27.426856,104.312834,-1.734368,-0.000092,-13.63871,-0.186843,0.052523,0.314427,0.000053,0.000055,0.000038,/home/martin/data/v2/filtered/596_r_img_blc.ppm,/home/martin/data/v2/filtered/596_l_img_blc.ppm
537,598,-18.424089,26.863631,26,0.004334,0.00013,0.000113,-67.812594,25.246718,27.426856,104.312834,-1.734368,-0.000092,-13.63871,-0.186843,0.052523,0.314427,0.000053,0.000055,0.000038,/home/martin/data/v2/filtered/598_r_img_blc.ppm,/home/martin/data/v2/filtered/598_l_img_blc.ppm
538,599,-15.015297,21.689919,26,0.004334,0.00013,0.000113,-67.812594,25.246718,27.426856,104.312834,-1.734368,-0.000092,-13.63871,-0.186843,0.052523,0.314427,0.000053,0.000055,0.000038,/home/martin/data/v2/filtered/599_r_img_blc.ppm,/home/martin/data/v2/filtered/599_l_img_blc.ppm
539,601,3.649346,-28.511739,27,0.004334,-0.00013,-0.000113,-95,23.417995,70.218897,91.788865,0.644973,-10.010507,2.784554,-0.188742,-0.042022,0.314023,0,0.000001,0.000001,/home/martin/data/v2/filtered/601_r_img_blc.ppm,/home/martin/data/v2/filtered/601_l_img_blc.ppm
540,602,-16.834388,11.304644,27,0.004334,-0.00013,-0.000113,-95,23.417995,70.218897,91.788865,0.644973,-10.010507,2.784554,-0.188742,-0.042022,0.314023,0,0.000001,0.000001,/home/martin/data/v2/filtered/602_r_img_blc.ppm,/home/martin/data/v2/filtered/602_l_img_blc.ppm
541,603,-17.84427,-21.186617,27,0.004334,-0.00013,-0.000113,-95,23.417995,70.218897,91.788865,0.644973,-10.010507,2.784554,-0.188742,-0.042022,0.314023,0,0.000001,0.000001,/home/martin/data/v2/filtered/603_r_img_blc.ppm,/home/martin/data/v2/filtered/603_l_img_blc.ppm
542,604,6.103658,-8.442308,27,0.004334,0.00013,0.000113,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,/home/martin/data/v2/filtered/604_r_img_blc.ppm,/home/martin/data/v2/filtered/604_l_img_blc.ppm
543,605,1.563641,-28.909411,27,0.004334,0.00013,0.000113,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,/home/martin/data/v2/filtered/605_r_img_blc.ppm,/home/martin/data/v2/filtered/605_l_img_blc.ppm
544,606,-19.90433,-4.036034,27,0.004334,0.00013,0.000113,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,/home/martin/data/v2/filtered/606_r_img_blc.ppm,/home/martin/data/v2/filtered/606_l_img_blc.ppm
545,607,-9.894778,-29.264165,27,0.004334,0.00013,0.000113,-95,23.430447,69.927525,96.9916,-53.724378,-20.551273,2.17814,-0.17465,-0.059714,0.335761,0.001338,0.019928,0.016048,/home/martin/data/v2/filtered/607_r_img_blc.ppm,/home/martin/data/v2/filtered/607_l_img_blc.ppm
546,608,-4.497156,14.168556,27,0.004334,-0.00013,-0.000113,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,/home/martin/data/v2/filtered/608_r_img_blc.ppm,/home/martin/data/v2/filtered/608_l_img_blc.ppm
547,609,3.359513,-7.179641,27,0.004334,-0.00013,-0.000113,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,/home/martin/data/v2/filtered/609_r_img_blc.ppm,/home/martin/data/v2/filtered/609_l_img_blc.ppm
548,610,-17.416622,18.398058,27,0.004334,-0.00013,-0.000113,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,/home/martin/data/v2/filtered/610_r_img_blc.ppm,/home/martin/data/v2/filtered/610_l_img_blc.ppm
549,611,-12.213056,-20.371198,27,0.004334,-0.00013,-0.000113,-85.389619,24.134043,53.463387,90.796555,-0.935448,0,-5.975099,-0.201376,-0.01204,0.316548,0.000005,0.000028,0.000027,/home/martin/data/v2/filtered/611_r_img_blc.ppm,/home/martin/data/v2/filtered/611_l_img_blc.ppm
550,612,3.08335,9.171235,27,0.004334,0.00013,0.000113,-95,23.408127,70.449806,92.634677,-16.092326,-18.032699,5.621,-0.189495,-0.043197,0.322972,0.000787,0.004737,0.003836,/home/martin/data/v2/filtered/612_r_img_blc.ppm,/home/martin/data/v2/filtered/612_l_img_blc.ppm
551,613,-4.143581,-27.376792,27,0.004334,0.00013,0.000113,-95,23.408127,70.449806,92.634677,-16.092326,-18.032699,5.621,-0.189495,-0.043197,0.322972,0.000787,0.004737,0.003836,/home/martin/data/v2/filtered/613_r_img_blc.ppm,/home/martin/data/v2/filtered/613_l_img_blc.ppm
552,615,-14.136338,-19.275388,27,0.004334,0.00013,0.000113,-95,23.408127,70.449806,92.634677,-16.092326,-18.032699,5.621,-0.189495,-0.043197,0.322972,0.000787,0.004737,0.003836,/home/martin/data/v2/filtered/615_r_img_blc.ppm,/home/martin/data/v2/filtered/615_l_img_blc.ppm
553,616,-11.213754,3.56333,27,0.004334,0.00013,0.000113,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,/home/martin/data/v2/filtered/616_r_img_blc.ppm,/home/martin/data/v2/filtered/616_l_img_blc.ppm
554,617,-12.15859,-23.360067,27,0.004334,0.00013,0.000113,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,/home/martin/data/v2/filtered/617_r_img_blc.ppm,/home/martin/data/v2/filtered/617_l_img_blc.ppm
555,618,-19.97089,0.589727,27,0.004334,0.00013,0.000113,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,/home/martin/data/v2/filtered/618_r_img_blc.ppm,/home/martin/data/v2/filtered/618_l_img_blc.ppm
556,619,-16.905607,-26.202146,27,0.004334,0.00013,0.000113,-95,23.325505,72.383178,93.674052,13.870974,-14.902639,6.741322,-0.186256,-0.045544,0.314552,0.000279,0.001943,0.001461,/home/martin/data/v2/filtered/619_r_img_blc.ppm,/home/martin/data/v2/filtered/619_l_img_blc.ppm
557,620,-2.317842,21.242826,27,0.004334,-0.00013,-0.000113,-68.693802,25.180366,28.979413,104.502294,-2.052565,0,-13.477449,-0.184397,0.047923,0.314947,0.000006,0.000006,0.000004,/home/martin/data/v2/filtered/620_r_img_blc.ppm,/home/martin/data/v2/filtered/620_l_img_blc.ppm
558,622,-15.756785,25.38867,27,0.004334,-0.00013,-0.000113,-68.693802,25.180366,28.979413,104.502294,-2.052565,0,-13.477449,-0.184397,0.047923,0.314947,0.000006,0.000006,0.000004,/home/martin/data/v2/filtered/622_r_img_blc.ppm,/home/martin/data/v2/filtered/622_l_img_blc.ppm
559,624,8.170381,27.183072,27,0.004334,0.00013,0.000113,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/624_r_img_blc.ppm,/home/martin/data/v2/filtered/624_l_img_blc.ppm
560,625,-2.280347,5.869914,27,0.004334,0.00013,0.000113,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/625_r_img_blc.ppm,/home/martin/data/v2/filtered/625_l_img_blc.ppm
561,626,-15.880897,28.178106,27,0.004334,0.00013,0.000113,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/626_r_img_blc.ppm,/home/martin/data/v2/filtered/626_l_img_blc.ppm
562,627,-7.871397,-13.558812,27,0.004334,0.00013,0.000113,-77.991618,24.949149,34.389904,96.507307,-1.508494,0,-9.923726,-0.193152,0.039282,0.334026,0.000001,0.000002,0.000002,/home/martin/data/v2/filtered/627_r_img_blc.ppm,/home/martin/data/v2/filtered/627_l_img_blc.ppm
563,628,7.516565,23.722535,27,0.004334,-0.00013,-0.000113,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,/home/martin/data/v2/filtered/628_r_img_blc.ppm,/home/martin/data/v2/filtered/628_l_img_blc.ppm
564,629,9.448013,-2.12357,27,0.004334,-0.00013,-0.000113,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,/home/martin/data/v2/filtered/629_r_img_blc.ppm,/home/martin/data/v2/filtered/629_l_img_blc.ppm
565,630,-9.118505,19.488845,27,0.004334,-0.00013,-0.000113,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,/home/martin/data/v2/filtered/630_r_img_blc.ppm,/home/martin/data/v2/filtered/630_l_img_blc.ppm
566,631,-8.580072,-2.561526,27,0.004334,-0.00013,-0.000113,-85.902734,24.851917,36.665137,91.232223,-1.238214,0,-7.802357,-0.191683,0.040594,0.355326,0.000005,0.000013,0.000016,/home/martin/data/v2/filtered/631_r_img_blc.ppm,/home/martin/data/v2/filtered/631_l_img_blc.ppm
567,632,8.159488,8.477386,27,0.004334,0.00013,0.000113,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,/home/martin/data/v2/filtered/632_r_img_blc.ppm,/home/martin/data/v2/filtered/632_l_img_blc.ppm
568,633,8.732159,-5.887114,27,0.004334,0.00013,0.000113,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,/home/martin/data/v2/filtered/633_r_img_blc.ppm,/home/martin/data/v2/filtered/633_l_img_blc.ppm
569,634,-18.039683,22.225318,27,0.004334,0.00013,0.000113,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,/home/martin/data/v2/filtered/634_r_img_blc.ppm,/home/martin/data/v2/filtered/634_l_img_blc.ppm
570,635,-10.367599,-6.217791,27,0.004334,0.00013,0.000113,-93.130783,24.379968,47.708738,84.363137,-0.622397,0,-4.459008,-0.201834,0.015615,0.357297,0,0.000003,0.000002,/home/martin/data/v2/filtered/635_r_img_blc.ppm,/home/martin/data/v2/filtered/635_l_img_blc.ppm
571,636,-2.121072,28.871939,27,0.004334,-0.00013,-0.000113,-82.921834,24.192866,52.086919,92.472896,-1.470778,0,-6.450127,-0.200613,-0.010665,0.311499,0.000001,0.000007,0.000005,/home/martin/data/v2/filtered/636_r_img_blc.ppm,/home/martin/data/v2/filtered/636_l_img_blc.ppm
